mel_spectro_start,mel_spectro_end,mel_spectro_length,sentence,speaker
943726,943935,209,SX51,MTDB0
943935,944157,222,SX129,MCTH0
944157,944245,88,SX70,MDLH0
944245,944470,225,SX250,MEJS0
944470,945094,624,SI1441,MTQC0
945094,945358,264,SI1058,FBLV0
945358,945666,308,SX173,MSAT1
945666,945948,282,SI2097,MJEB1
945948,946106,158,SX384,MCPM0
946106,946336,230,SX375,MDJM0
946336,946608,272,SX232,MJDG0
946608,946797,189,SI1548,MTRR0
946797,947006,209,SX157,MWRE0
947006,947125,119,SI592,MBMA0
947125,947365,240,SA1,MAEO0
947365,947659,294,SA1,MRFL0
947659,947891,232,SX55,MCEF0
947891,948179,288,SI698,MJHI0
948179,948553,374,SI1153,FPMY0
948553,948652,99,SI1031,MJDA0
948652,948957,305,SX451,MDAC0
948957,949261,304,SX450,MRMG0
949261,949485,224,SX271,FSMA0
949485,949665,180,SX399,MAFM0
949665,949857,192,SX125,FDJH0
949857,950125,268,SA1,MKES0
950125,950280,155,SI2010,FDFB0
950280,950485,205,SX399,FCAJ0
950485,950693,208,SX37,FKDW0
950693,950947,254,SX433,FCRZ0
950947,951206,259,SI1545,MKLS1
951206,951414,208,SI703,FSJW0
951414,951737,323,SA1,MMAG0
951737,951980,243,SX377,MJJM0
951980,952152,172,SI720,MCTM0
952152,952490,338,SX350,MJDM0
952490,952687,197,SI618,FCEG0
952687,952865,178,SX436,MDKS0
952865,953101,236,SX108,FDNC0
953101,953306,205,SX296,MMSM0
953306,953668,362,SI1177,FMJB0
953668,953925,257,SI2191,FDTD0
953925,954271,346,SX335,MBBR0
954271,954552,281,SX359,MDPS0
954552,954740,188,SX429,FTAJ0
954740,954934,194,SI2160,MDHS0
954934,955206,272,SX232,MFER0
955206,955406,200,SA2,MCTM0
955406,955634,228,SX46,MSFH0
955634,956033,399,SI667,FCYL0
956033,956384,351,SI916,MDWM0
956384,956641,257,SA1,MTRT0
956641,956809,168,SI1869,MLBC0
956809,957054,245,SX112,FBJL0
957054,957290,236,SX400,MTJU0
957290,957641,351,SI1480,MDCM0
957641,957993,352,SI797,MGSL0
957993,958283,290,SA1,FLJG0
958283,958865,582,SI2302,FHXS0
958865,959052,187,SI1863,MDLR0
959052,959303,251,SA1,FSKL0
959303,959499,196,SI986,MJLB0
959499,959699,200,SX132,FVFB0
959699,959889,190,SI611,FSPM0
959889,960194,305,SX430,MEJS0
960194,960549,355,SI701,MJAC0
960549,960777,228,SX180,MCTM0
960777,961089,312,SI1913,FCRZ0
961089,961226,137,SI2338,FLJA0
961226,961441,215,SA2,MLNS0
961441,961654,213,SI1700,FLTM0
961654,962022,368,SA1,FLMK0
962022,962278,256,SI1880,FLKM0
962278,962583,305,SX329,MJJB0
962583,962779,196,SX6,FALK0
962779,962887,108,SI2122,MFER0
962887,963182,295,SI2121,MKRG0
963182,963456,274,SX366,MNET0
963456,963712,256,SX377,MADC0
963712,964027,315,SA1,FSAG0
964027,964418,391,SI562,MTJS0
964418,964618,200,SX244,MRLD0
964618,964974,356,SX432,FGRW0
964974,965286,312,SI862,MFER0
965286,965593,307,SA1,FKKH0
965593,965891,298,SA1,FDAS1
965891,966067,176,SI1950,MWEM0
966067,966334,267,SX60,MRDD0
966334,966598,264,SA1,FBLV0
966598,966841,243,SA1,MJMA0
