mel_spectro_start,mel_spectro_end,mel_spectro_length,Speaker
14527894,14529073,1179,68188
14529073,14530349,1276,91192
14530349,14531526,1177,125147
14531526,14532751,1225,121416
14532751,14533956,1205,121392
14533956,14534968,1012,304541
14534968,14536148,1180,156159
14536148,14537014,866,126959
14537014,14538288,1274,80690
14538288,14539524,1236,110522
14539524,14540688,1164,111961
14540688,14541479,791,48830
14541479,14542508,1029,295710
14542508,14543741,1233,1731
14543741,14543972,231,283138
14543972,14545210,1238,274375
14545210,14546246,1036,39508
14546246,14547280,1034,98877
14547280,14548007,727,138631
14548007,14549221,1214,121398
14549221,14550260,1039,121148
14550260,14550769,509,4275
14550769,14552000,1231,130164
14552000,14553245,1245,53458
14553245,14554409,1164,67584
14554409,14555532,1123,128345
14555532,14556458,926,184447
14556458,14557613,1155,32135
14557613,14558368,755,99249
14558368,14559502,1134,187466
14559502,14560707,1205,24732
14560707,14561224,517,11077
14561224,14562365,1141,46240
14562365,14563128,763,80665
14563128,14564265,1137,140221
14564265,14565374,1109,127597
14565374,14566638,1264,246904
14566638,14567911,1273,96175
14567911,14569228,1317,91906
14569228,14570497,1269,44912
14570497,14571472,975,142745
14571472,14572831,1359,102381
14572831,14573671,840,105394
14573671,14574776,1105,294554
14574776,14575623,847,168204
14575623,14575788,165,9010
14575788,14576887,1099,126957
14576887,14577617,730,163505
14577617,14578771,1154,138631
14578771,14579615,844,290047
14579615,14579889,274,105171
14579889,14581084,1195,10642
14581084,14582115,1031,115047
14582115,14583315,1200,73073
14583315,14583553,238,62516
14583553,14584042,489,97610
14584042,14585210,1168,124587
14585210,14586155,945,131106
14586155,14587406,1251,48830
14587406,14588495,1089,224
14588495,14589637,1142,300234
14589637,14590638,1001,129324
14590638,14591772,1134,138042
14591772,14593027,1255,84010
14593027,14594078,1051,123048
14594078,14595303,1225,37090
14595303,14596531,1228,281472
14596531,14597764,1233,65803
14597764,14598155,391,135762
14598155,14599254,1099,139743
14599254,14600567,1313,171108
14600567,14601580,1013,159230
14601580,14602690,1110,280380
14602690,14603974,1284,131003
14603974,14604216,242,89882
14604216,14605444,1228,64708
14605444,14606342,898,23281
14606342,14606618,276,149738
14606618,14607973,1355,144485
14607973,14609211,1238,12731
14609211,14610287,1076,170950
14610287,14611547,1260,172156
14611547,14612808,1261,177641
14612808,14613779,971,43322
14613779,14614359,580,156977
14614359,14615417,1058,2301
14615417,14616212,795,273050
14616212,14617130,918,138047
14617130,14617759,629,129393
14617759,14618842,1083,57837
14618842,14620102,1260,105394
14620102,14621311,1209,26894
14621311,14622551,1240,216563
14622551,14623600,1049,132499
14623600,14624883,1283,110238
14624883,14626112,1229,110526
14626112,14627137,1025,139741
14627137,14628314,1177,121148
14628314,14629509,1195,282357
14629509,14630760,1251,59239
14630760,14631933,1173,134176
14631933,14632336,403,171134
14632336,14633602,1266,861
14633602,14634784,1182,138063
14634784,14635484,700,135229
14635484,14636373,889,132499
14636373,14636850,477,131732
14636850,14637065,215,152265
14637065,14638313,1248,110238
14638313,14639518,1205,104398
14639518,14640681,1163,109176
14640681,14641735,1054,105171
14641735,14643002,1267,284269
14643002,14643706,704,14013
14643706,14643905,199,140041
14643905,14644206,301,143005
14644206,14645349,1143,52088
14645349,14645608,259,153728
14645608,14646815,1207,284268
14646815,14647911,1096,138617
14647911,14649119,1208,122789
14649119,14650290,1171,102239
14650290,14651455,1165,96151
14651455,14652394,939,14960
14652394,14653589,1195,282977
14653589,14654781,1192,138043
14654781,14655968,1187,234067
14655968,14656983,1015,142752
14656983,14658014,1031,77361
14658014,14658912,898,131732
14658912,14660039,1127,84447
14660039,14660248,209,128669
14660248,14661473,1225,131004
14661473,14662529,1056,73957
14662529,14663708,1179,125883
14663708,14664978,1270,12926
14664978,14665706,728,104979
14665706,14666431,725,136054
14666431,14667666,1235,216564
14667666,14668684,1018,167023
14668684,14669080,396,56574
14669080,14670391,1311,70919
14670391,14671098,707,41933
14671098,14672333,1235,73075
14672333,14673007,674,9210
14673007,14674196,1189,68359
14674196,14675254,1058,170440
14675254,14676225,971,129064
14676225,14677233,1008,160958
14677233,14678299,1066,110061
14678299,14679626,1327,71405
14679626,14680890,1264,82020
14680890,14681936,1046,13056
14681936,14683138,1202,134981
14683138,14684340,1202,130548
14684340,14684949,609,14672
14684949,14686148,1199,3586
14686148,14687249,1101,4691
14687249,14688328,1079,53342
14688328,14689412,1084,294700
14689412,14689719,307,132532
14689719,14690791,1072,132707
14690791,14692050,1259,122545
14692050,14693131,1081,109656
14693131,14694039,908,245708
14694039,14694846,807,60774
14694846,14696167,1321,39478
14696167,14697264,1097,96241
14697264,14698074,810,19376
14698074,14699321,1247,134312
14699321,14700468,1147,121080
14700468,14701319,851,156155
14701319,14702428,1109,130492
14702428,14703701,1273,114468
14703701,14704566,865,133290
14704566,14705649,1083,55856
14705649,14706532,883,287660
14706532,14707555,1023,170976
14707555,14708718,1163,92814
14708718,14709837,1119,102612
14709837,14710046,209,126408
14710046,14711032,986,254918
14711032,14711369,337,170952
14711369,14712543,1174,154284
14712543,14713429,886,109662
14713429,14714509,1080,233342
14714509,14715150,641,135020
14715150,14716220,1070,133630
14716220,14717391,1171,282391
14717391,14718555,1164,187018
14718555,14719616,1061,66347
14719616,14720845,1229,75360
14720845,14721943,1098,131203
14721943,14723155,1212,131113
14723155,14724121,966,117095
14724121,14725358,1237,133442
14725358,14726155,797,11258
14726155,14727221,1066,276735
14727221,14728482,1261,12971
14728482,14729702,1220,138888
14729702,14730849,1147,167022
14730849,14732127,1278,290365
14732127,14733249,1122,30591
14733249,14734512,1263,700
14734512,14735514,1002,363
14735514,14735855,341,126233
14735855,14737054,1199,76574
14737054,14737521,467,75360
14737521,14738736,1215,135249
14738736,14739293,557,47541
14739293,14740145,852,126961
14740145,14741382,1237,125127
14741382,14742653,1271,279856
14742653,14743186,533,126965
14743186,14743753,567,26496
14743753,14744130,377,160188
14744130,14745432,1302,86804
14745432,14746090,658,127703
14746090,14746830,740,10172
14746830,14748055,1225,144965
14748055,14748332,277,105394
14748332,14748629,297,123269
14748629,14749472,843,54659
14749472,14749828,356,121331
14749828,14751175,1347,174511
14751175,14752298,1123,144987
14752298,14753505,1207,117382
14753505,14754679,1174,130878
14754679,14755917,1238,9010
14755917,14756971,1054,23311
14756971,14758251,1280,300234
14758251,14759489,1238,92930
14759489,14759666,177,167609
14759666,14759845,179,135832
14759845,14761111,1266,115686
14761111,14761706,595,122810
14761706,14762900,1194,31668
14762900,14763885,985,101276
14763885,14765179,1294,100044
14765179,14766362,1183,6541
14766362,14767553,1191,168626
14767553,14768746,1193,22178
14768746,14769744,998,122944
14769744,14770835,1091,72876
14770835,14772000,1165,126410
14772000,14773119,1119,157830
14773119,14774336,1217,146197
14774336,14775321,985,103120
14775321,14776539,1218,56175
14776539,14777697,1158,132499
14777697,14778804,1107,758
14778804,14779965,1161,27504
14779965,14781031,1066,131722
14781031,14782210,1179,82458
14782210,14783278,1068,274549
14783278,14784443,1165,122828
14784443,14785333,890,132800
14785333,14786090,757,137618
14786090,14787153,1063,131228
14787153,14788108,955,130486
14788108,14788645,537,137597
14788645,14789872,1227,127215
14789872,14791075,1203,275127
14791075,14792310,1235,81858
14792310,14793388,1078,86679
14793388,14794661,1273,169656
14794661,14795441,780,28465
14795441,14796548,1107,156724
14796548,14797168,620,157263
14797168,14798403,1235,232690
14798403,14798782,379,126739
14798782,14799009,227,39481
14799009,14800339,1330,129011
14800339,14801622,1283,279363
14801622,14802490,868,16802
14802490,14803676,1186,142318
14803676,14804295,619,134316
14804295,14805542,1247,89390
14805542,14806648,1106,72200
14806648,14807912,1264,145700
14807912,14809149,1237,2301
14809149,14809552,403,106366
14809552,14810263,711,50777
14810263,14811367,1104,126313
14811367,14812554,1187,48579
14812554,14813613,1059,144503
14813613,14814426,813,46267
14814426,14815026,600,65803
14815026,14816221,1195,127731
14816221,14816794,573,32639
14816794,14818041,1247,105405
14818041,14819063,1022,98645
14819063,14820276,1213,84447
14820276,14821321,1045,89388
14821321,14822580,1259,170956
14822580,14823708,1128,17615
14823708,14824605,897,160187
14824605,14824795,190,139324
14824795,14825821,1026,126945
14825821,14827071,1250,114256
14827071,14828338,1267,69550
14828338,14829508,1170,4691
14829508,14830577,1069,48842
14830577,14831844,1267,91906
14831844,14832745,901,8927
14832745,14833707,962,10642
14833707,14834910,1203,29110
14834910,14835942,1032,216563
14835942,14837068,1126,178149
14837068,14838320,1252,163519
14838320,14839504,1184,138866
14839504,14840851,1347,280250
14840851,14842038,1187,110238
14842038,14843338,1300,72212
14843338,14844355,1017,156981
14844355,14845384,1029,169656
14845384,14846557,1173,9342
14846557,14847793,1236,296473
14847793,14848526,733,85635
14848526,14849668,1142,126947
14849668,14850730,1062,276908
14850730,14851279,549,130994
14851279,14852391,1112,258960
14852391,14853508,1117,64588
14853508,14854725,1217,72200
14854725,14855912,1187,108638
14855912,14856476,564,208
14856476,14857719,1243,73958
14857719,14858988,1269,133424
14858988,14859993,1005,126851
14859993,14861235,1242,18524
14861235,14862525,1290,130184
14862525,14862705,180,98876
14862705,14863955,1250,88089
14863955,14865221,1266,86045
14865221,14866591,1370,283462
14866591,14867703,1112,39970
14867703,14868822,1119,164101
14868822,14869400,578,86679
14869400,14870081,681,6541
14870081,14871316,1235,112012
14871316,14872266,950,285137
14872266,14873159,893,291170
14873159,14873599,440,147989
14873599,14874810,1211,292252
14874810,14875603,793,71550
14875603,14876718,1115,5417
14876718,14877021,303,109180
14877021,14878158,1137,144503
14878158,14878462,304,231862
14878462,14879626,1164,133396
14879626,14880556,930,6541
14880556,14881041,485,121799
14881041,14882102,1061,156015
14882102,14883309,1207,286306
14883309,14884554,1245,14274
14884554,14885424,870,125127
14885424,14886710,1286,126209
14886710,14887736,1026,105386
14887736,14888808,1072,23281
14888808,14889748,940,123192
14889748,14890537,789,293663
14890537,14891277,740,3582
14891277,14892642,1365,136280
14892642,14893775,1133,139200
14893775,14894204,429,56574
14894204,14894634,430,32139
14894634,14895503,869,4136
14895503,14896655,1152,681
14896655,14897705,1050,86026
14897705,14898955,1250,129388
14898955,14900139,1184,124595
14900139,14901364,1225,114476
14901364,14902595,1231,127525
14902595,14902961,366,10347
14902961,14904058,1097,137106
14904058,14904500,442,141240
14904500,14905692,1192,11533
14905692,14906915,1223,142752
14906915,14908088,1173,163384
14908088,14908429,341,15307
14908429,14909677,1248,274549
14909677,14910933,1256,6398
14910933,14912198,1265,64298
14912198,14913191,993,149881
14913191,14913693,502,11528
14913693,14914810,1117,112761
14914810,14915488,678,129325
14915488,14916487,999,157066
14916487,14917756,1269,131030
14917756,14918908,1152,156155
14918908,14920151,1243,122810
14920151,14920808,657,135762
14920808,14921185,377,291384
14921185,14922430,1245,8592
14922430,14923653,1223,22581
14923653,14924733,1080,99156
14924733,14925828,1095,68192
14925828,14926858,1030,112057
14926858,14927335,477,120280
14927335,14927868,533,133212
14927868,14928924,1056,64738
14928924,14929876,952,163726
14929876,14930849,973,114452
14930849,14932046,1197,37090
14932046,14933376,1330,106611
14933376,14933700,324,123602
14933700,14934881,1181,48525
14934881,14935930,1049,168199
14935930,14937047,1117,147159
14937047,14937424,377,126965
14937424,14938510,1086,58843
14938510,14939632,1122,135762
14939632,14940890,1258,58433
14940890,14942097,1207,101283
14942097,14942583,486,87280
14942583,14943790,1207,138545
14943790,14944987,1197,67584
14944987,14946107,1120,12332
14946107,14946678,571,158744
14946678,14947942,1264,143485
14947942,14949199,1257,274379
14949199,14950325,1126,122441
14950325,14951496,1171,164461
14951496,14952515,1019,138656
14952515,14952873,358,87280
14952873,14953884,1011,40556
14953884,14954451,567,163606
14954451,14955710,1259,102612
14955710,14956987,1277,137106
14956987,14957379,392,7887
14957379,14958278,899,54016
14958278,14959371,1093,171138
14959371,14960301,930,285135
14960301,14961502,1201,102381
14961502,14962701,1199,138289
14962701,14963837,1136,26853
14963837,14963998,161,73712
14963998,14965066,1068,86039
14965066,14966121,1055,96168
14966121,14967338,1217,26853
14967338,14968677,1339,128991
14968677,14969830,1153,177638
14969830,14971182,1352,19376
14971182,14972165,983,69550
14972165,14973297,1132,2327
14973297,14974351,1054,363
14974351,14974974,623,126959
14974974,14976028,1054,39477
14976028,14977229,1201,131295
14977229,14978378,1149,143485
14978378,14979581,1203,148993
14979581,14980750,1169,5776
14980750,14982013,1263,105398
14982013,14982406,393,246892
14982406,14983516,1110,133290
14983516,14983964,448,158074
14983964,14985284,1320,304534
14985284,14985924,640,170438
14985924,14987156,1232,58193
14987156,14988265,1109,70919
14988265,14989319,1054,137141
14989319,14990454,1135,5757
14990454,14991769,1315,57667
14991769,14993078,1309,300234
14993078,14994244,1166,254918
14994244,14995339,1095,163527
14995339,14996489,1150,70837
14996489,14997614,1125,44575
14997614,14998855,1241,101883
14998855,14999938,1083,107487
14999938,15001043,1105,15081
15001043,15002159,1116,12898
15002159,15002428,269,120583
15002428,15003758,1330,75810
15003758,15005011,1253,19209
15005011,15006256,1245,133834
15006256,15007186,930,161972
15007186,15007615,429,157057
15007615,15008890,1275,32136
15008890,15010111,1221,13364
15010111,15011434,1323,19366
15011434,15012678,1244,73075
15012678,15012855,177,121398
15012855,15014091,1236,125002
15014091,15015310,1219,169293
15015310,15016487,1177,122441
15016487,15017776,1289,84122
15017776,15018575,799,287139
15018575,15019786,1211,862
15019786,15021019,1233,158781
15021019,15022323,1304,26951
15022323,15023598,1275,293959
15023598,15024888,1290,95441
15024888,15026133,1245,83633
15026133,15027344,1211,126796
15027344,15028470,1126,157243
15028470,15029637,1167,64974
15029637,15030653,1016,8592
15030653,15031692,1039,12715
15031692,15032974,1282,19376
15032974,15034177,1203,294114
15034177,15035406,1229,187018
15035406,15036463,1057,130728
15036463,15037423,960,148550
15037423,15038428,1005,6398
15038428,15039398,970,50777
15039398,15040589,1191,176854
15040589,15041126,537,4275
15041126,15042374,1248,174953
15042374,15043367,993,53342
15043367,15044464,1097,86043
15044464,15044791,327,232690
15044791,15045948,1157,132821
15045948,15047000,1052,39477
15047000,15047603,603,133273
15047603,15048753,1150,668
15048753,15049990,1237,177638
